8610740000;8610749999;ЮТК;Краснодарский край
8615576000;8615576999;Российские железные дороги;Белореченский |Краснодарский край
8615577000;8615578999;Ростелеком;Белореченский |Краснодарский край
8615579174;8615579999;Ростелеком;Белореченский |Краснодарский край
8615593300;8615593423;Ростелеком;Белореченский |Краснодарский край
8615594110;8615594159;Ростелеком;Белореченский |Краснодарский край
8615620000;8615669999;Ростелеком;Брюховецкий |Краснодарский край
8615726060;8615729999;Ростелеком;Выселковский |Краснодарский край
8615730000;8615731999;Ростелеком;Выселковский |Краснодарский край
8615733600;8615733799;Ростелеком;Выселковский |Краснодарский край
8615734100;8615734799;Ростелеком;Выселковский |Краснодарский край
8615735500;8615735699;Ростелеком;Выселковский |Краснодарский край
8615736300;8615736999;Ростелеком;Выселковский |Краснодарский край
8615737600;8615737799;Ростелеком;Выселковский |Краснодарский край
8615740000;8615759999;Ростелеком;Выселковский |Краснодарский край
8615770000;8615779999;Ростелеком;Выселковский |Краснодарский край
8615820000;8615839999;Ростелеком;Тбилисский |Краснодарский край
8615850000;8615869999;Ростелеком;Тбилисский |Краснодарский край
8615920000;8615920099;Южный ТЕЛЕКОМ;Горячий Ключ |Краснодарский край
8615920600;8615920699;РН-Информ;Горячий Ключ |Краснодарский край
8615920700;8615921699;Межрегиональный ТранзитТелеком;Горячий Ключ |Краснодарский край
8615928000;8615928999;Синтерра-Юг;Горячий Ключ |Краснодарский край
8615930000;8615939999;Ростелеком;Горячий Ключ |Краснодарский край
8615941000;8615943047;Ростелеком;Горячий Ключ |Краснодарский край
8615943049;8615943559;Ростелеком;Горячий Ключ |Краснодарский край
8615944000;8615944527;Ростелеком;Горячий Ключ |Краснодарский край
8615944556;8615944587;Ростелеком;Горячий Ключ |Краснодарский край
8615944600;8615945111;Ростелеком;Горячий Ключ |Краснодарский край
8615946000;8615947183;Ростелеком;Горячий Ключ |Краснодарский край
8615947500;8615947515;Ростелеком;Горячий Ключ |Краснодарский край
8615948000;8615948287;Ростелеком;Горячий Ключ |Краснодарский край
8615948500;8615948723;Ростелеком;Горячий Ключ |Краснодарский край
8615952300;8615952399;РОЙЛКОМ;Горячий Ключ |Краснодарский край
8615952400;8615952423;Ростелеком;Горячий Ключ |Краснодарский край
8615953000;8615953038;Ростелеком;Горячий Ключ |Краснодарский край
8615953100;8615953699;Ростелеком;Горячий Ключ |Краснодарский край
8615953710;8615953759;Ростелеком;Горячий Ключ |Краснодарский край
8615953810;8615953859;Ростелеком;Горячий Ключ |Краснодарский край
8615953900;8615953999;Ростелеком;Горячий Ключ |Краснодарский край
8615958100;8615958499;Ростелеком;Горячий Ключ |Краснодарский край
8615958610;8615958659;Ростелеком;Горячий Ключ |Краснодарский край
8615958700;8615958999;Ростелеком;Горячий Ключ |Краснодарский край
8615959200;8615959299;Ростелеком;Горячий Ключ |Краснодарский край
8615959410;8615959459;Ростелеком;Горячий Ключ |Краснодарский край
8616025000;8616025511;Ростелеком;Гулькевичский |Краснодарский край
8616027200;8616027699;Ростелеком;Гулькевичский |Краснодарский край
8616027700;8616027749;Ростелеком;Гулькевичский |Краснодарский край
8616028100;8616028999;Ростелеком;Гулькевичский |Краснодарский край
8616029000;8616029511;Гирей Кубань сахар;Гулькевичский |Краснодарский край
8616029512;8616034999;Ростелеком;Гулькевичский |Краснодарский край
8616037000;8616037899;Ростелеком;Гулькевичский |Краснодарский край
8616050000;8616059999;Ростелеком;Гулькевичский |Краснодарский край
8616091000;8616099999;Ростелеком;Гулькевичский |Краснодарский край
8616130000;8616139999;Ростелеком;Крыловский |Краснодарский край
8616220000;8616220999;Ростелеком;Динской |Краснодарский край
8616225000;8616225199;Ростелеком;Динской |Краснодарский край
8616227100;8616227299;Ростелеком;Динской |Краснодарский край
8616228400;8616279999;Ростелеком;Динской |Краснодарский край
8616296000;8616299999;Ростелеком;Динской |Краснодарский край
8616320000;8616369999;Ростелеком;Калининский |Краснодарский край
8616420000;8616420099;Южный ТЕЛЕКОМ;Каневский |Краснодарский край
8616430000;8616465999;Ростелеком;Каневский |Краснодарский край
8616466000;8616466999;Газпром телеком;Каневский |Краснодарский край
8616468000;8616468999;Ростелеком;Каневский |Краснодарский край
8616469000;8616469599;Каневсксахар;Каневский |Краснодарский край
8616469600;8616479999;Ростелеком;Каневский |Краснодарский край
8616520000;8616529999;Ростелеком;Красноармейский |Краснодарский край
8616531000;8616534391;Ростелеком;Красноармейский |Краснодарский край
8616535000;8616535263;Ростелеком;Красноармейский |Краснодарский край
8616536000;8616536455;Ростелеком;Красноармейский |Краснодарский край
8616540000;8616549999;Ростелеком;Красноармейский |Краснодарский край
8616590000;8616599999;Ростелеком;Красноармейский |Краснодарский край
8616620000;8616658999;Ростелеком;Северский |Краснодарский край
8616659000;8616659463;РОЙЛКОМ;Северский |Краснодарский край
8616659464;8616659999;Ростелеком;Северский |Краснодарский край
8616660000;8616660199;Ростелеком;Северский |Краснодарский край
8616660200;8616660499;РОЙЛКОМ;Северский |Краснодарский край
8616660500;8616660699;Новтек;Северский |Краснодарский край
8616660700;8616660999;Ростелеком;Северский |Краснодарский край
8616662000;8616669999;Ростелеком;Северский |Краснодарский край
8616690000;8616690999;Афипский нефтеперерабатывающий завод;Северский |Краснодарский край
8616696864;8616696899;Ростелеком;Северский |Краснодарский край
8616696900;8616697399;РН-Информ;Северский |Краснодарский край
8616697400;8616697699;РН-Информ;Северский |Краснодарский край
8616697700;8616699999;Ростелеком;Северский |Краснодарский край
8616720000;8616729999;Ростелеком;Туапсе |Краснодарский край
8616730000;8616730999;Туапсе-Связь;Туапсе |Краснодарский край
8616731000;8616731999;Туапсе-Связь;Туапсе |Краснодарский край
8616732000;8616732999;Туапсе-Связь;Туапсе |Краснодарский край
8616733000;8616734999;Ростелеком;Туапсе |Краснодарский край
8616735000;8616735999;Туапсе-Связь;Туапсе |Краснодарский край
8616736000;8616736099;Туапсе-Связь;Туапсе |Краснодарский край
8616736100;8616736199;Туапсе-Связь;Туапсе |Краснодарский край
8616736200;8616736299;Туапсе-Связь;Туапсе |Краснодарский край
8616736300;8616736399;Туапсе-Связь;Туапсе |Краснодарский край
8616736400;8616736499;Туапсе-Связь;Туапсе |Краснодарский край
8616736500;8616736718;Туапсе-Связь;Туапсе |Краснодарский край
8616736719;8616736799;Ростелеком;Туапсе |Краснодарский край
8616736800;8616736899;Туапсе-Связь;Туапсе |Краснодарский край
8616736900;8616736999;Ростелеком;Туапсе |Краснодарский край
8616737000;8616737999;Мобильные ТелеСистемы;Туапсе |Краснодарский край
8616738000;8616738399;Ростелеком;Туапсе |Краснодарский край
8616738400;8616738499;ММП Комьюникейшнз;Туапсе |Краснодарский край
8616738500;8616738999;Мобильные ТелеСистемы;Туапсе |Краснодарский край
8616739000;8616739999;Мобильные ТелеСистемы;Туапсе |Краснодарский край
8616740000;8616740999;Ростелеком;Туапсе |Краснодарский край
8616741000;8616743599;Туапсе-Связь;Туапсе |Краснодарский край
8616743700;8616743749;Южный ТЕЛЕКОМ;Туапсе |Краснодарский край
8616743750;8616743949;РН-Информ;Туапсе |Краснодарский край
8616744000;8616744999;Синтерра-Юг;Туапсе |Краснодарский край
8616745000;8616749999;Мобильные ТелеСистемы;Туапсе |Краснодарский край
8616750000;8616759999;Ростелеком;Туапсе |Краснодарский край
8616760000;8616760439;Туапсе-Связь;Туапсинский |Краснодарский край
8616760440;8616767999;Ростелеком;Туапсинский |Краснодарский край
8616768000;8616768999;Туапсе-Связь;Туапсинский |Краснодарский край
8616769000;8616769099;Туапсе-Связь;Туапсинский |Краснодарский край
8616769100;8616769699;"санаторий ""Белая Русь"" Управления делами Президента Республики Беларусь";Туапсинский |Краснодарский край
8616769700;8616769799;Туапсе-Связь;Туапсинский |Краснодарский край
8616769800;8616769999;Ростелеком;Туапсинский |Краснодарский край
8616770000;8616770299;Туапсинский морской торговый порт;Туапсинский |Краснодарский край
8616770300;8616770399;Туапс.морск.торг.порт;Туапсинский |Краснодарский край
8616770400;8616770499;Туапс.морск.торг.порт;Туапсинский |Краснодарский край
8616770500;8616770599;Туапс.морск.торг.порт;Туапсинский |Краснодарский край
8616770600;8616770699;Туапс.морск.торг.порт;Туапсинский |Краснодарский край
8616770700;8616770799;Туапс.морск.торг.порт;Туапсинский |Краснодарский край
8616770800;8616770999;Ростелеком;Туапсинский |Краснодарский край
8616771000;8616771999;Туапсинский морской торговый порт;Туапсинский |Краснодарский край
8616772000;8616773999;Российские железные дороги;Туапсе |Краснодарский край
8616774000;8616775099;Ростелеком;Туапсинский |Краснодарский край
8616775100;8616775199;Мультисервис;Туапсинский |Краснодарский край
8616775200;8616775299;Связь объектов транспорта и добычи нефти;Туапсинский |Краснодарский край
8616775300;8616775399;Мультисервис;Туапсинский |Краснодарский край
8616775400;8616775499;Связь объектов транспорта и добычи нефти;Туапсинский |Краснодарский край
8616775500;8616775599;Мультисервис;Туапсинский |Краснодарский край
8616775600;8616776999;Ростелеком;Туапсинский |Краснодарский край
8616777000;8616777799;РН-Информ;Туапсинский |Краснодарский край
8616777800;8616777899;Кубанский бассейновый узел связи,вычислительной техники и радионавигации;Туапсинский |Краснодарский край
8616777900;8616779999;Ростелеком;Туапсинский |Краснодарский край
8616790000;8616790439;Ростелеком;Туапсинский |Краснодарский край
8616790440;8616791099;Ростелеком;Туапсинский |Краснодарский край
8616791100;8616791599;"Всероссийский детский центр ""Орленок";Туапсинский |Краснодарский край
8616791600;8616796999;Ростелеком;Туапсинский |Краснодарский край
8616797000;8616797999;Туапсе-Связь;Туапсинский |Краснодарский край
8616798000;8616798999;Туапсе-Связь;Туапсинский |Краснодарский край
8616799000;8616799999;Туапсе-Связь;Туапсинский |Краснодарский край
8616829000;8616829999;Межрегиональный ТранзитТелеком;Кущевский |Краснодарский край
8616830000;8616859999;Ростелеком;Кущевский |Краснодарский край
8616912000;8616919999;Ростелеком;Лабинск |Краснодарский край
8616926000;8616927999;Ростелеком;Лабинск |Краснодарский край
8616930000;8616939999;Ростелеком;Лабинск |Краснодарский край
8616960000;8616969999;Ростелеком;Лабинск |Краснодарский край
8616970000;8616979999;Ростелеком;Лабинский |Краснодарский край
8617200000;8617265999;Ростелеком;Новороссийск |Краснодарский край
8617266000;8617266099;Абрау-Дюрсо;Новороссийск |Краснодарский край
8617266100;8617266799;Ростелеком;Новороссийск |Краснодарский край
8617266800;8617266999;Абрау-Дюрсо;Новороссийск |Краснодарский край
8617267000;8617280999;Ростелеком;Новороссийск |Краснодарский край
8617281000;8617281999;Новоросцемент;Новороссийск |Краснодарский край
8617282000;8617297999;Ростелеком;Новороссийск |Краснодарский край
8617298000;8617298999;Российские железные дороги;Новороссийск |Краснодарский край
8617299000;8617299999;Ростелеком;Новороссийск |Краснодарский край
8617300000;8617301999;Вымпел-Коммуникации;Новороссийск |Краснодарский край
8617302000;8617302999;РОЙЛКОМ;Новороссийск |Краснодарский край
8617303000;8617303999;Спринт;Новороссийск |Краснодарский край
8617304000;8617304399;Связь объектов транспорта и добычи нефти;Новороссийск |Краснодарский край
8617306000;8617306499;ПРЕСТИЖ-ИНТЕРНЕТ;Новороссийск |Краснодарский край
8617306500;8617306749;Саха-Белком;Новороссийск |Краснодарский край
8617307000;8617309999;Вымпел-Коммуникации;Новороссийск |Краснодарский край
8617500000;8617579999;Мобильные ТелеСистемы;Новороссийск |Краснодарский край
8617600000;8617600099;Телеком-Сервис;Новороссийск |Краснодарский край
8617600100;8617600499;Новорослесэкспорт;Новороссийск |Краснодарский край
8617600500;8617600599;Ростелеком;Новороссийск |Краснодарский край
8617600600;8617600699;Телеком-Сервис;Новороссийск |Краснодарский край
8617600700;8617600799;Телеком-Сервис;Новороссийск |Краснодарский край
8617600800;8617600899;Телеком-Сервис;Новороссийск |Краснодарский край
8617600900;8617600999;Телеком-Сервис;Новороссийск |Краснодарский край
8617601000;8617601999;Телеком-Сервис;Новороссийск |Краснодарский край
8617602000;8617602999;НМТП;Новороссийск |Краснодарский край
8617603000;8617603999;Связь объектов транспорта и добычи нефти;Новороссийск |Краснодарский край
8617604000;8617604999;НМТП;Новороссийск |Краснодарский край
8617605000;8617605699;Ростелеком;Новороссийск |Краснодарский край
8617605700;8617605999;Морсвязьспутник-Юг;Новороссийск |Краснодарский край
8617606000;8617606199;Ростелеком;Новороссийск |Краснодарский край
8617606200;8617606599;"Гостиница ""Новороссийск";Новороссийск |Краснодарский край
8617606600;8617606899;Ростелеком;Новороссийск |Краснодарский край
8617606900;8617607499;Вымпел-Коммуникации;Новороссийск |Краснодарский край
8617607500;8617608999;Ростелеком;Новороссийск |Краснодарский край
8617609000;8617609999;Связь объектов транспорта и добычи нефти;Новороссийск |Краснодарский край
8617610000;8617619999;Ростелеком;Новороссийск |Краснодарский край
8617620000;8617629999;Мобильные ТелеСистемы;Новороссийск |Краснодарский край
8617630000;8617638999;Ростелеком;Новороссийск |Краснодарский край
8617639000;8617639999;КУБТЕЛЕКОМ;Новороссийск |Краснодарский край
8617640000;8617649999;Ростелеком;Новороссийск |Краснодарский край
8617650000;8617659999;Мобильные ТелеСистемы;Новороссийск |Краснодарский край
8617660000;8617662999;Мобильные ТелеСистемы;Новороссийск |Краснодарский край
8617670000;8617674499;Новтелеком;Новороссийск |Краснодарский край
8617674500;8617675999;Вымпел-Коммуникации;Новороссийск |Краснодарский край
8617676000;8617677948;Новтелеком;Новороссийск |Краснодарский край
8617677949;8617677998;Спринт;Новороссийск |Краснодарский край
8617677999;8617679999;Новтелеком;Новороссийск |Краснодарский край
8617680000;8617680999;Ростелеком;Новороссийск |Краснодарский край
8617689000;8617689999;Ростелеком;Новороссийск |Краснодарский край
8617690000;8617709999;Мобильные ТелеСистемы;Новороссийск |Краснодарский край
8617710000;8617729999;Ростелеком;Новороссийск |Краснодарский край
8617750000;8617759999;МегаФон;Новороссийск |Краснодарский край
8617760000;8617762499;Новтелеком;Новороссийск |Краснодарский край
8617762500;8617762749;Спринт;Новороссийск |Краснодарский край
8617762750;8617767999;Новтелеком;Новороссийск |Краснодарский край
8617768000;8617768999;Российские железные дороги;Новороссийск |Краснодарский край
8617769000;8617769999;Новтелеком;Новороссийск |Краснодарский край
8617770000;8617770499;Формула+;Новороссийск |Краснодарский край
8617771000;8617772399;КУБТЕЛЕКОМ;Новороссийск |Краснодарский край
8617772400;8617777999;КУБТЕЛЕКОМ;Новороссийск |Краснодарский край
8617778000;8617778099;Южный ТЕЛЕКОМ;Новороссийск |Краснодарский край
8617778100;8617778199;ММП Комьюникейшнз;Новороссийск |Краснодарский край
8617778800;8617779799;Новый Интернет;Новороссийск |Краснодарский край
8617787000;8617787699;ЛУКОЙЛ-ИНФОРМ;Новороссийск |Краснодарский край
8617790000;8617794999;Вымпел-Коммуникации;Новороссийск |Краснодарский край
8617795000;8617799999;Ростелеком;Новороссийск |Краснодарский край
8619120000;8619146499;Ростелеком;Павловский |Краснодарский край
8619147000;8619159999;Ростелеком;Павловский |Краснодарский край
8619190000;8619199999;Ростелеком;Павловский |Краснодарский край
8619250000;8619257999;Ростелеком;Мостовский |Краснодарский край
8619259000;8619269999;Ростелеком;Мостовский |Краснодарский край
8619320000;8619329999;Ростелеком;Кавказский |Краснодарский край
8619350000;8619369999;Ростелеком;Кавказский |Краснодарский край
8619440000;8619459999;Вымпел-Коммуникации;Краснодар |Краснодарский край
8619520000;8619534199;Ростелеком;Новокубанский |Краснодарский край
8619536000;8619536999;Ростелеком;Новокубанский |Краснодарский край
8619537100;8619537299;Ростелеком;Новокубанский |Краснодарский край
8619540000;8619558999;Ростелеком;Новокубанский |Краснодарский край
8619620000;8619620199;Ростелеком;Тихорецк |Краснодарский край
8619620400;8619620599;Ростелеком;Тихорецк |Краснодарский край
8619620700;8619620799;Ростелеком;Тихорецк |Краснодарский край
8619620900;8619625999;Ростелеком;Тихорецк |Краснодарский край
8619626200;8619626999;Связь объектов транспорта и добычи нефти;Тихорецк |Краснодарский край
8619627000;8619628999;Российские железные дороги;Тихорецкий |Краснодарский край
8619629000;8619629099;Ростелеком;Тихорецк |Краснодарский край
8619629100;8619629199;"Тихорецкий завод ""Красный молот";Тихорецк |Краснодарский край
8619629300;8619629399;Ростелеком;Тихорецкий |Краснодарский край
8619629400;8619629599;"Тихорецкий завод ""Красный молот";Тихорецк |Краснодарский край
8619629600;8619629699;Ростелеком;Тихорецкий |Краснодарский край
8619629800;8619629899;Газпром трансгаз-Кубань;Тихорецк |Краснодарский край
8619629900;8619629999;Ростелеком;Тихорецк |Краснодарский край
8619630000;8619630099;Южный ТЕЛЕКОМ;Тихорецк |Краснодарский край
8619640000;8619643071;Ростелеком;Тихорецкий |Краснодарский край
8619643072;8619647999;Ростелеком;Тихорецк |Краснодарский край
8619650000;8619659999;Ростелеком;Тихорецк |Краснодарский край
8619660000;8619661999;МегаФон;Тихорецк |Краснодарский край
8619662000;8619662499;НЕБЕСНАЯ СЕТЬ;Тихорецк |Краснодарский край
8619668000;8619679999;Ростелеком;Тихорецк |Краснодарский край
8619690000;8619697999;Ростелеком;Тихорецк |Краснодарский край
8619699000;8619699999;Ростелеком;Тихорецк |Краснодарский край
8619900000;8619999999;Ростелеком;Краснодар |Краснодарский край
